hex_id,soft_wheat_area_km2,hard_wheat_area_km2,corn_grain_area_km2,corn_silage_area_km2,barley_area_km2,rapeseed_area_km2,sunflower_area_km2,sugarbeet_area_km2,vineyards_area_km2
1271,0.23539,1.141,NA,NA,0.006,NA,NA,NA,3.421
1272,0.07825,NA,NA,NA,0.098,NA,NA,NA,NA
1273,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,0.003,NA,NA,0.049,NA,NA,NA,NA
1275,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,NA,NA,0.01,NA,NA,NA,NA
1286,NA,0.013,NA,NA,0.055,NA,NA,NA,NA
1287,0.0036,NA,NA,NA,0.026,NA,NA,NA,NA
1288,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NA,NA,NA,NA,NA,NA,0.083
1298,NA,NA,NA,NA,0.01,NA,NA,NA,0.005
1299,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,NA,NA,NA,NA,NA,NA,NA,NA,0.018
1309,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,NA,NA,NA,NA,NA,NA,NA,NA,0.16
1317,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,0.00804,NA,NA,NA,NA,NA,NA,NA,NA
1330,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1.80381,NA,1.119,1.68,0.628,0.267,NA,NA,NA
3,8.70098,NA,7.225,21.599,9.917,0.925,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2.19619,NA,1.646,1.456,0.932,0.066,NA,NA,NA
6,6.62425,0.014,7.521,17.867,7.647,0.363,NA,NA,NA
7,NA,NA,0.013,NA,NA,NA,NA,NA,NA
8,20.79448,NA,18.704,23.274,8.046,3.337,NA,0.001,NA
9,25.17635,0.009,18.783,56.435,16.667,1.078,NA,NA,NA
10,31.05293,0.226,35.549,19.972,13.204,6.1,0.218,0.069,NA
11,18.5806,NA,9.805,17.539,8.537,3.182,0.002,NA,NA
12,14.94783,0.054,18.757,39.924,16.674,1.822,NA,0.002,NA
13,1.12179,NA,0.367,0.055,0.127,0.149,0.053,NA,NA
14,44.53146,NA,38.386,41.271,21.336,6.035,0.017,NA,NA
15,34.61763,0.104,34.196,46.128,23.82,4.194,NA,NA,NA
16,21.83171,NA,27.969,21.483,10.968,5.288,0.116,0.217,NA
17,40.63517,0.077,32.307,28.332,18.03,6.63,NA,NA,NA
18,11.4708,0.417,19.49,21.633,17.9,0.901,NA,0.572,NA
19,6.73114,0.022,5.982,4.257,3.423,1.494,0.241,0.027,NA
20,39.769490000000005,0.337,35.841,40.692,20.326,8.550999999999998,NA,NA,NA
21,29.8386,NA,22.547,38.372,22.71,5.344,NA,NA,NA
22,NA,NA,0.001,0.002,NA,NA,NA,0.006,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,30.90216,0.113,34.647,38.251,15.34,7.859999999999999,NA,0.03,NA
24,30.90216,0.011,34.647,38.251,15.34,7.859999999999999,NA,0.03,NA
25,47.46754,0.26,23.597,36.592,17.958,13.484,NA,NA,NA
26,12.56436,0.053,6.181,28.022,18.346,0.8,NA,0.189,NA
27,23.24281,0.012,17.283,18.157,6.015,6.556,0.128,NA,NA
27,23.24281,0.067,17.283,18.157,6.015,6.556,0.128,NA,NA
28,34.2935,0.11,15.902,34.494,16.981,10.834,NA,NA,NA
28,34.2935,0.204,15.902,34.494,16.981,10.834,NA,NA,NA
29,25.16231,NA,4.387,54.934,19.234,5.122,NA,NA,NA
30,0.53577,NA,0.553,0.812,0.272,0.198,NA,NA,NA
31,0.15259,NA,0.036,1.126,0.577,NA,0.011,NA,NA
32,0.93787,NA,0.86,0.638,0.349,0.3,0.302,0.062,NA
33,28.42371,0.212,25.77,39.97,13.203,7.025,NA,0.028,NA
34,40.81489,0.135,11.088,39.977999999999994,20.374,10.424,NA,NA,NA
35,35.66497,0.055,14.803,52.742,14.697,4.857,0.001,0.033,NA
36,0.22855,NA,NA,0.612,0.305,NA,NA,NA,NA
37,23.2213,0.131,27.956,22.955,6.5,6.451,NA,0.1,NA
38,32.19582,0.038,12.435,35.614999999999995,13.532,7.751,NA,0.068,NA
38,32.19582,0.028,12.435,35.614999999999995,13.532,7.751,NA,0.068,NA
39,31.95284,NA,5.591,53.65,22.593,5.402,NA,0.01,NA
40,8.80273,0.049,6.878,6.617,6.364,0.686,NA,0.007,NA
41,0.05773,NA,NA,0.748,0.129,NA,NA,NA,NA
42,13.22128,0.031,7.14,21.949,2.468,1.513,NA,NA,NA
43,45.57795,0.035,47.682,30.451,15.706,8.481,NA,0.208,NA
44,50.98927,0.061,12.019,49.532,28.466,12.036,NA,NA,NA
45,59.44671,0.165,32.892,44.741,22.899,9.35,0.002,0.023,NA
46,1.77833,0.022,0.46,0.98,0.98,1.044,NA,NA,NA
47,38.49843,0.067,34.934,38.096,12.233,5.363,NA,NA,NA
48,79.85734,0.116,31.961,39.169,18.177,10.926,NA,NA,NA
49,65.98043,0.201,20.462,55.998,23.499,12.657,NA,NA,NA
50,1.39965,NA,2.103,1.527,2.736,0.213,NA,NA,NA
55,14.18646,NA,5.287,8.878,5.825,1.957,NA,NA,NA
67,0.00829,NA,0.018,NA,0.048,0.017,NA,NA,NA
81,0.28306,NA,NA,0.416,0.068,NA,NA,NA,NA
752,19.38153,0.037,0.8640000000000001,4.681,7.989,7.424999999999999,0.8400000000000001,NA,NA
799,102.16313,1.162,36.501000000000005,4.132,10.803,29.627,14.111,11.776,0.791
822,57.73583,0.027,63.683,3.793,9.871,17.336,3.694,2.635,3.338
823,22.152749999999997,0.069,16.392,4.354,9.76,11.093,1.057,NA,NA
824,29.53734,0.159,3.624,3.683,17.52,14.85,4.935,NA,NA
843,27.0069,0.071,21.4,5.82,7.156,7.295,2.726,0.266,0.002
844,29.24164,NA,17.973,5.159,9.09,16.907,1.843,NA,NA
845,35.3183,0.02,11.499,6.221,14.582,20.433,4.642,NA,NA
846,42.4804,0.074,2.042,1.949,29.863,21.288,5.607,NA,NA
864,27.16647,0.576,12.496,6.098,6.178,3.123,2.08,0.107,0.006
865,21.66568,NA,18.681,7.646,8.142,8.842,0.717,NA,0.001
866,39.69366,NA,5.221,3.065,19.694,24.925,2.082,NA,NA
884,6.30985,0.015,0.30400000000000005,5.1930000000000005,1.266,0.701,0.116,0,0.15
885,25.6718,0.053,9.058,8.286999999999999,10.258,7.811,NA,NA,0.001
886,5.9841,NA,2.288,3.487,2.884,2.652,0.46,NA,NA
887,7.28501,NA,0.106,3.3,4.506,1.437,0.225,NA,NA
905,19.469579999999997,0.06,2.552,8.796,5.95,5.774,NA,NA,0.002
905,19.469579999999997,0.097,2.552,8.796,5.95,5.774,NA,NA,0.002
906,9.55266,0.079,0.237,7.523,6.744999999999999,1.369,NA,NA,0.001
907,0.90139,NA,0.15,1.354,0.242,NA,NA,NA,NA
924,8.81646,0.025,0.131,7.676,3.216,0.127,NA,0,0.08
925,8.18904,0.211,0.44,7.018000000000001,3.209,1.166,NA,NA,NA
926,5.07345,0.015,0.284,4.959,2.507,0.015,NA,NA,NA
927,1.10525,0.011,NA,1.936,1.026,1.095,NA,NA,NA
944,4.10986,0.035,0.187,4.653,1.775,0.489,NA,NA,0.008
945,6.31003,0.049,0.142,4.476,3.822,0.823,NA,NA,NA
946,5.62372,0.007,NA,4.348,3.795,1.9,NA,NA,NA
946,5.62372,0.048,NA,4.348,3.795,1.9,NA,NA,NA
963,2.6624,0.008,0.119,10.093,0.835,0.004,NA,NA,0.163
964,2.43484,0.083,NA,4.002,2.31,0.309,NA,NA,NA
965,3.39074,NA,0.016,1.691,2.187,0.534,0.044,NA,0.01
966,22.68717,NA,0.342,5.321,19.252,9.633,0.882,NA,NA
982,1.33651,0.015,0.063,9.262,2.526,0.04,NA,NA,2.967
982,1.33651,0.092,0.063,9.262,2.526,0.04,NA,NA,2.967
983,11.14366,0.077,0.361,4.931,6.324,6.556,0.056,NA,7.955
984,19.40574,NA,0.079,2.726,16.256,10.016,NA,NA,0.261
1001,17.7452,0.011,15.948,2.867,5.221,6.867,0.628,NA,41.53
1001,17.7452,0.027,15.948,2.867,5.221,6.867,0.628,NA,41.53
1002,17.87067,0.312,3.785,4.721,9.458,6.894,0.175,NA,11.495
1003,34.00566,0.018,5.789,2.093,13.82,16.968,0.902,NA,11.526
1003,34.00566,0.08,5.789,2.093,13.82,16.968,0.902,NA,11.526
1004,26.55189,NA,NA,0.629,22.529,16.826,0.411,NA,0.089
1021,24.85471,0.057,34.764,6.324,8.024000000000001,6.51,0.493,0.001,21.015
1022,36.80696,NA,25.478,6.768,14.583,18.188,1.406,NA,0.35
1023,50.9921,0.021,6.55,2.055,24.974,26.043,0.952,NA,12.308000000000002
1040,51.73427,0.339,63.374,18.183,16.964,14.677,1.797,NA,0.002
1041,34.43999,0.012,46.866,17.791,11.348,10.031,0.8009999999999999,NA,2.987
1042,63.935959999999994,0.016,44.314,6.515000000000001,20.146,24.752,2.525,NA,0.012
1042,63.935959999999994,0.651,44.314,6.515000000000001,20.146,24.752,2.525,NA,0.012
1043,59.76346,NA,3.112,0.555,34.479,28.276,2.276,0.002,4.52
1059,44.32933,0.586,52.7,19.136,11.722,6.232,0.95,NA,NA
1060,49.19223,0.224,39.315,11.167,13.772,22.19,0.768,NA,0.001
1061,74.73305,0.092,32.255,4.263,21.343,34.367,2.893,NA,0.004
1077,20.79395,0.097,30.43,7.42,6.2,6.012,2.462,NA,0.276
1078,30.61302,0.02,35.33,13.653,10.442,7.546,0.415,NA,0.033
1078,30.61302,0.027,35.33,13.653,10.442,7.546,0.415,NA,0.033
1079,63.82243,0.13,34.85,10.75,17.422,23.509,1.59,NA,NA
1080,62.03773,NA,5.263,5.218,25.58,25.639,0.821,0.003,NA
1097,8.76971,0.024,10.581,3.114,6.747,1.352,0.072,NA,NA
1098,25.53621,0.075,24.298,2.9850000000000003,7.384,10.78,0.798,NA,1.47
1099,43.355070000000005,0.02,18.248,4.851,18.423,19.445,0.677,NA,0.001
1115,1.07814,0.016,0.36,0.484,1.153,0.007,NA,NA,0.033
1116,3.58738,NA,1.409,0.903,6.561,0.666,NA,NA,NA
1117,18.06914,0.183,13.719,1.404,9.802,5.153,0.476,NA,4.373
1118,45.70254,0.175,20.481,13.444,15.039,21.152,0.832,NA,0.223
1134,NA,NA,0.182,0.466,0.125,NA,NA,NA,NA
1135,2.40559,NA,0.75,0.723,5.801,0.139,0.006,NA,0.019
1136,14.44036,0.035,9.214,2.086,9.111,2.38,0.819,NA,0.852
1136,14.44036,0.092,9.214,2.086,9.111,2.38,0.819,NA,0.852
1152,12.9926,0.021,4.952999999999999,5.901,3.807,1.612,0.493,NA,0.095
1153,0.06284,NA,0.021,NA,0.108,NA,NA,NA,NA
1154,1.73186,0.04,0.385,1.034,3.937,0.042,NA,NA,0.15
1154,1.73186,0.021,0.385,1.034,3.937,0.042,NA,NA,0.15
1155,16.44934,0.105,9.547,8.414,4.643,3.48,0.24,NA,NA
1171,11.24403,0.105,2.614,5.467,2.119,1.16,0.222,NA,0.002
1172,0.18621,NA,0.03,0.026,0.641,NA,NA,NA,NA
1173,2.97022,0.046,0.457,0.985,6.058000000000001,0.342,NA,NA,NA
1189,7.13712,0.107,4.259,2.852,2.948,0.806,NA,0.022,0.01
1190,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.05717,NA,NA,NA,0.126,0.038,NA,NA,NA
1192,6.53436,0.101,1.226,3.524,13.292,1.901,NA,NA,NA
1208,9.25377,0.055,5.028,0.805,3.054,1.065,0.095,NA,0.246
1209,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,0.18182,NA,0.046,0.039,1.743,NA,NA,0,NA
1227,1.97529,0.053,1.564,0.169,0.743,0.13,0.043,NA,NA
1228,0.13632,NA,0.063,NA,0.143,NA,NA,NA,0.017
1229,NA,NA,0.02,NA,NA,NA,NA,NA,NA
1230,0.96393,0.07,0.442,0.516,6.769,0.042,NA,NA,NA
1246,0.20955,0.047,0.423,0.205,0.491,0.043,0.019,NA,0.002
1247,NA,NA,NA,NA,0.028,NA,NA,NA,NA
1262,NA,NA,0.016,NA,NA,NA,NA,NA,NA
1263,NA,NA,0.01,NA,NA,NA,NA,NA,NA
1264,NA,0.045,0.02,0.05,0.211,NA,NA,NA,NA
1279,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,0.49467,0.016,NA,0.431,0.383,NA,NA,NA,0.001
592,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,0.1363,0.019,NA,NA,0.056,NA,NA,NA,NA
617,0.00228,0,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,0.073,NA,NA,NA,NA,NA,0.104
666,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,NA,NA,0.018,NA,0.012,NA,10.986
717,NA,NA,0.064,NA,NA,NA,0.042,NA,1.537
718,0.05262,NA,NA,NA,NA,NA,0.021,NA,66.983
719,3.71248,2.997,NA,NA,1.911,0.007,0.127,NA,92.958
720,0.07248,NA,0.001,0.115,0.22,NA,NA,NA,0.107
721,8.48947,0.064,0.34,1.794,23.135,0.362,0.239,NA,0.062
722,10.10005,0.125,0.541,12.418,13.052,1.852,0.091,NA,NA
723,2.56966,0.064,0.364,2.72,2.732,NA,0.023,NA,0.158
724,2.53127,0.011,NA,1.737,0.253,NA,NA,NA,NA
742,0.16542,3.904,NA,NA,0.66,NA,0.049,NA,38.06
743,0.08428,NA,NA,NA,0.026,NA,NA,NA,34.219
744,1.71742,5.748,0.223,NA,0.976,0.118,0.37,NA,103.085
744,1.71742,4.477,0.223,NA,0.976,0.118,0.37,NA,103.085
745,0.6691,0.006,0.043,0.588,5.112,NA,0.01,NA,0.025
745,0.6691,0.084,0.043,0.588,5.112,NA,0.01,NA,0.025
746,8.47971,0.057,0.065,0.575,15.574,0.097,0.028,NA,0.16
747,9.05661,0.244,0.021,3.306,10.811,0.544,NA,NA,0.004
748,0.22412,NA,NA,0.279,0.084,NA,NA,NA,NA
749,3.21539,0.046,NA,2.526,0.575,NA,NA,NA,NA
766,NA,NA,NA,NA,NA,NA,NA,NA,7.003
767,0.38105,0.659,0.214,NA,0.017,NA,NA,NA,7.318
768,1.45708,8.563,0.14,NA,0.501,NA,0.81,NA,43.904
769,0.59896,2.202,0.03,NA,0.578,NA,0.058,NA,56.93
770,5.55502,0.01,0.001,0.331,12.816,0.128,0.028,NA,NA
771,8.59992,NA,NA,1.912,13.075,0.424,NA,NA,0.46
772,0.03118,NA,0.007,NA,0.181,NA,NA,NA,NA
773,3.00473,0.03,NA,1.829,0.322,NA,NA,NA,NA
773,3.00473,0.023,NA,1.829,0.322,NA,NA,NA,NA
790,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,10.16386,0.343,1.202,NA,2.476,0.344,1.864,NA,104.963
791,10.16386,21.328,1.202,NA,2.476,0.344,1.864,NA,104.963
792,0.78953,0.675,0.116,0.121,0.69,NA,0.108,NA,7.074
793,3.27078,NA,NA,0.034,7.978,NA,NA,NA,NA
794,4.70601,0.136,0.002,0.8220000000000001,11.274,0.02,0.041,NA,NA
795,0.0979,0.029,0.001,NA,0.206,NA,NA,NA,NA
796,6.11844,NA,NA,6.909000000000001,1.75,0.092,NA,NA,NA
813,NA,NA,NA,NA,0.04,NA,NA,NA,0.08
814,1.34551,9.751,0.529,NA,0.689,0.061,0.283,NA,107.316
815,2.06947,NA,NA,0.091,4.673,NA,NA,NA,1.222
816,1.64348,0.01,NA,NA,6.126,NA,0.034,NA,NA
816,1.64348,0.036,NA,NA,6.126,NA,0.034,NA,NA
817,3.16608,0.064,NA,0.904,4.853,0.173,NA,NA,NA
818,0.83427,0.004,0.001,0.473,0.294,0.002,NA,NA,NA
835,1.85873,16.36,0.707,NA,0.653,0.046,0.87,NA,63.426
836,1.13464,1.954,0.505,NA,0.66,0.036,0.191,NA,46.225
837,0.30526,NA,0.008,NA,1.016,NA,NA,NA,NA
838,3.3555,0.095,0.049,0.301,5.521,NA,NA,NA,0.108
839,0.00892,NA,NA,NA,0.809,NA,NA,NA,NA
840,17.58975,0.142,0.003,12.726,6.375,1.271,0.601,NA,0.008
856,0.78247,7.102,0.466,NA,0.409,0.131,0.33,NA,48.333
857,0.08135,0.175,NA,NA,0.466,NA,NA,NA,1.997
858,0.14837,0.021,NA,0.067,1.088,NA,0.001,NA,NA
859,1.79335,0.062,NA,0.1,2.799,NA,NA,NA,NA
860,8.15341,0.009,NA,2.696,5.021,0.7,NA,NA,NA
876,NA,NA,NA,NA,NA,NA,NA,NA,0.427
877,0.19502,2.945,0.005,NA,1.024,0.106,0.112,NA,16.115
878,0.12144,0.037,0.007,NA,0.169,NA,0.007,NA,1.707
879,0.13705,0.028,NA,NA,0.33,NA,NA,NA,NA
880,7.0659,0.03,0.021,3.057,5.752,0.812,NA,NA,NA
880,7.0659,0.052,0.021,3.057,5.752,0.812,NA,NA,NA
881,25.96151,0.157,0.035,17.523,13.268,1.382,NA,NA,NA
897,0.17601,4.307,NA,NA,0.173,NA,NA,NA,5.337
898,0.40716,2.711,0.082,NA,1.222,NA,0.416,NA,32.462
899,NA,0.072,NA,NA,NA,NA,0.142,NA,NA
900,0.08037,NA,NA,NA,0.15,NA,NA,NA,0.001
901,20.11196,0.042,0.004,6.573,10.408,1.309,NA,0,NA
917,0.97526,28.648,0.834,NA,1.1,0.234,1.641,NA,44.691
918,3.66204,11.445,0.085,NA,4.847,NA,3.863,NA,45.671
919,0.45115,0.07,0.207,NA,0.426,NA,0.054,NA,4.028
920,0.27725,NA,NA,0.002,0.312,NA,NA,NA,0.004
921,4.71052,0.041,0.07,7.906,2.987,0.122,NA,NA,NA
725,0.13504,NA,NA,0.052,NA,NA,NA,NA,NA
726,NA,0.051,NA,0.29,NA,NA,NA,NA,NA
727,9.51653,NA,0.032,5.871,3.93,1.453,0.195,NA,NA
750,NA,NA,NA,NA,0.142,NA,NA,NA,NA
751,1.12642,0.007,0.164,1.416,0.419,0.032,NA,NA,0.029
774,2.3405,NA,0.248,1.311,0.897,0.1,NA,NA,0.028
775,42.20687,0.104,9.08,0.959,4.953,5.385,7.242,1.616,1.133
776,55.15101,0.266,21.363,1.849,5.778,7.257,7.242,4.566,0.103
797,65.70484,0.15,13.131,6.896999999999999,12.169,4.494,12.683,2.577,0.602
798,94.1765,0.037,67.207,1.181,3.612,4.69,15.371,18.7,0.893
819,29.39296,0.13,0.47,19.149,11.622,3.203,3.039,NA,0.021
820,39.95877,0.269,9.769,6.455,5.368,2.452,7.075,1.368,0.491
821,88.91946,0.087,59.914,3.2129999999999996,5.714,7.327999999999999,10.04,10.585,0.054
821,88.91946,0.141,59.914,3.2129999999999996,5.714,7.327999999999999,10.04,10.585,0.054
841,3.09719,0.012,0.01999999999999999,2.857,1.128,0.7030000000000001,NA,NA,NA
842,9.16409,0.005,4.273,4.901,2.22,0.831,1.58,0.586,0.032
861,2.43421,0.033,0.001,2.779,1.502,0.293,0.071,NA,NA
862,0.7937,0.032,0.055,3.844,0.402,NA,NA,NA,0.001
863,0.86478,NA,0.137,2.976,0.375,NA,NA,NA,NA
882,5.31525,0.031,0.049,6.478000000000001,0.967,0.375,NA,NA,NA
883,1.23691,0.069,0.035,6.918,1.1709999999999998,0.008,NA,NA,NA
883,1.23691,0.005,0.035,6.918,1.1709999999999998,0.008,NA,NA,NA
902,5.54415,0.109,0.01,10.696,5.097,0.149,0.011,NA,NA
903,5.11101,0.04,0.238,7.286,2.713,0.058,0.221,NA,0.803
904,4.47818,0.04,0.159,5.236,4.164,0.102,NA,0.001,1.545
922,7.66725,0.041,1.044,9.448,4.823,0.45,0.197,0.003,0.12
923,14.94028,0.21,4.309,20.353,7.712,0.24,0.983,0.001,0.295
941,4.63572,0.194,0.018,12.19,2.377,0.051,NA,0.001,NA
942,31.25494,0.288,15.182,27.443,14.139,1.892,2.146,NA,0.005
943,5.35835,0.096,0.03,17.083,5.309,NA,NA,NA,0.006
943,5.35835,0.092,0.03,17.083,5.309,NA,NA,NA,0.006
961,5.24571,0.298,0.091,7.586,5.084,NA,NA,NA,0.003
962,8.15658,0.019,0.313,23.622,5.462999999999999,0.157,NA,0,0.743
962,8.15658,0.33,0.313,23.622,5.462999999999999,0.157,NA,0,0.743
980,12.30379,0.015,0.5599999999999999,31.836,14.056,0.918,NA,NA,0.097
980,12.30379,0.338,0.5599999999999999,31.836,14.056,0.918,NA,NA,0.097
981,2.5211,0.092,0.866,3.647,1.947,0.511,0.019,NA,35.829
999,11.27842,0.233,3.444,5.164,8.413,3.543,1.623,NA,2.7769999999999997
999,11.27842,0.165,3.444,5.164,8.413,3.543,1.623,NA,2.7769999999999997
1000,8.76659,0.689,4.368,5.443,4.889,2.09,0.449,NA,11.881
1019,23.91892,0.08,19.809,2.02,9.523,8.148,2.513,0,1.138
1019,23.91892,0.132,19.809,2.02,9.523,8.148,2.513,0,1.138
1020,63.69937,0.074,85.68199999999999,3.569,7.63,18.704,4.294,0.228,2.031
1038,42.08072,0.52,25.83,4.638999999999999,8.664,16.763,9.267,NA,0.348
1039,45.50476,1.127,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1039,45.50476,0.063,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1039,45.50476,0.278,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1057,45.07036,0.121,45.959999999999994,5.218,18.246,21.261,7.324999999999999,NA,0.023
1057,45.07036,0.049,45.959999999999994,5.218,18.246,21.261,7.324999999999999,NA,0.023
1058,49.79989,0.545,53.533,5.273,10.324,19.625,6.39,NA,0.003
1075,46.82033,0.563,39.474,12.939,17.092,21.84,10.656,NA,0.025
1076,29.76209,0.941,68.33,4.092,9.569,12.316,4.302,NA,0.027
1076,29.76209,0.453,68.33,4.092,9.569,12.316,4.302,NA,0.027
1095,25.0609,0.355,37.089,13.058,10.68,9.709,3.18,NA,0.289
1096,11.05155,0.3,13.889,0.668,4.698,5.186,1.203,NA,0.919
1113,17.10013,0.181,11.793,19.9,6.611,4.492,1.668,0.006,0.03
1114,5.57748,0.114,18.687,1.756,2.8209999999999997,2.186,0.533,NA,1.118
1132,7.81238,0.047,26.542,6.7620000000000005,2.905,1.984,0.466,0.005,0.22
1132,7.81238,0.159,26.542,6.7620000000000005,2.905,1.984,0.466,0.005,0.22
1133,6.7578,0.036,4.207,3.965,4.772,1.789,0.238,NA,0.732
1133,6.7578,0.071,4.207,3.965,4.772,1.789,0.238,NA,0.732
1150,0.76103,0.03,2.879,1.5790000000000002,0.5660000000000001,0.065,0.043,NA,1.268
1151,3.59703,0.048,16.564,1.159,2.565,0.7210000000000001,0.12,0.009,3.465
1151,3.59703,0.093,16.564,1.159,2.565,0.7210000000000001,0.12,0.009,3.465
1169,1.67793,0.015,5.404,0.784,0.81,0.562,0.052,NA,4.561
1170,9.97388,0.129,16.876,1.936,8.537,2.152,0.108,NA,0.187
1187,3.09927,0.063,10.809,0.92,0.65,0.49,NA,NA,0.891
1187,3.09927,0.113,10.809,0.92,0.65,0.49,NA,NA,0.891
1188,0.49825,0.043,1.584,0.64,1.564,0.049,NA,NA,NA
1206,0.98123,0.069,10.263,0.802,0.785,0.283,0.075,NA,1.022
1207,0.176,NA,0.865,0.143,0.445,NA,NA,NA,0.032
1225,0.02243,NA,0.002,NA,0.083,NA,NA,NA,NA
1226,0.00648,0.011,0.096,0.016,0.102,NA,NA,NA,NA
1244,NA,NA,NA,NA,NA,NA,NA,NA,0.001
1245,0.16785,NA,0.178,NA,0.248,NA,NA,NA,NA
1260,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,NA,NA,NA,NA,NA,NA,NA,NA,NA
